Name,District,Address,Lon,Lat
全聯福利中心佳園門市,樹林區,新北市樹林區佳園路1段41巷1號 ,121.393703,24.971364
全聯福利中心樹林保安門市,樹林區,新北市樹林區保安街1段183號 ,121.421206,24.995637
全聯福利中心永和永安門市,永和區,新北市永和區中正路742號 ,121.515091,25.010315
全聯福利中心永和門市,永和區,新北市永和區竹林路179巷4號地下室 ,121.520976,25.009779
全聯福利中心永和福和門市,永和區,新北市永和區福和路353號 ,121.514595,25.007336
全聯福利中心汐止大同門市,汐止區,新北市汐止區大同路二段240號地下1樓 ,121.654022,25.065489
全聯福利中心汐止中興門市,汐止區,新北市汐止區中興路168號B1 ,121.632043,25.065339
全聯福利中心汐止忠孝門市,汐止區,新北市汐止區忠孝東路429號 ,121.665867,25.071872
全聯福利中心汐止建成門市,汐止區,新北市汐止區建成路58號 ,121.663479,25.07314
全聯福利中心汐止康寧門市,汐止區,新北市汐止區康寧街430號 ,121.630905,25.067991
全聯福利中心汐止樟樹門市,汐止區,新北市汐止區樟樹一路8號地下1樓 ,121.641938,25.062129
全聯福利中心汐止龍安門市,汐止區,新北市汐止區龍安路28巷6號 ,121.655094,25.06456
全聯福利中心泰山文程門市,泰山區,新北市泰山區文程路15號 ,121.428167,25.049546
全聯福利中心泰山明志門市,泰山區,新北市泰山區明志路1段21號 ,121.433702,25.065795
全聯福利中心泰山門市,泰山區,新北市泰山區明志路三段87號 ,121.425112,25.041207
全聯福利中心泰山泰林門市,泰山區,新北市泰山區泰林路2段200號 ,121.433407,25.061354
全聯福利中心泰山福興門市,泰山區,新北市泰山區福興二街37號 ,121.43239574,25.05729918
全聯福利中心淡水淡大門市,淡水區,新北市淡水區大忠街89號 ,121.4468109,25.17767604
全聯福利中心竹圍門市,淡水區,新北市淡水區民族路31號地下室 ,121.46109692,25.13680979
全聯福利中心淡水門市,淡水區,新北市淡水區博愛街51巷5號 ,121.44662416,25.16875457
全聯福利中心淡水學府門市,淡水區,新北市淡水區學府路126號B1 ,121.45038521,25.17243966
全聯福利中心深坑平埔門市,深坑區,新北市深坑區平埔街22巷8號 ,121.614982,25.000991
全聯福利中心瑞芳中正門市,瑞芳區,新北市瑞芳區中正路81號 ,121.805304,25.107603
全聯福利中心蘆洲九芎門市,蘆洲區,新北市蘆洲區九芎街90巷6號 ,121.465605,25.080503
全聯福利中心蘆洲中山門市,蘆洲區,新北市蘆洲區中山一路228號 ,121.472894,25.080508
全聯福利中心蘆洲中原門市,蘆洲區,新北市蘆洲區中原路6-10號1樓 ,121.461402,25.083745
全聯福利中心蘆洲民族門市,蘆洲區,新北市蘆洲區水湳街74號1樓 ,121.470484,25.08993
全聯福利中心永樂門市,蘆洲區,新北市蘆洲區永樂街38巷57弄2號 ,121.458295,25.090331
全聯福利中心蘆洲忠孝門市,蘆洲區,新北市蘆洲區保和里15鄰忠孝路23號 ,121.471436,25.085448
全聯福利中心蘆洲長安門市,蘆洲區,新北市蘆洲區長安街232號 ,121.457827,25.085623
全聯福利中心蘆洲重陽門市,蘆洲區,新北市蘆洲區重陽街46號1樓 ,121.481281,25.082806
全聯福利中心北縣金山門市,金山區,新北市金山區中山路114號 ,121.63961318,25.21974179
全聯福利中心鶯歌建國門市,鶯歌區,新北市鶯歌區建國路85號 ,121.353165,24.95392
